x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
-0.0,0.0,0.0,-0.22574865818023682,0.03729480504989624,0.0245310477912426,-0.3846185803413391,-0.021847426891326904,0.03444011136889458,-0.47262853384017944,-0.10730236768722534,0.04480772837996483,-0.4496862292289734,-0.17734646797180176,0.0563577264547348,-0.32814985513687134,-0.1841716468334198,-0.01538978423923254,-0.40459907054901123,-0.22285908460617065,0.00512300431728363,-0.3745105266571045,-0.16158771514892578,0.018270308151841164,-0.3423495888710022,-0.1189437210559845,0.023727750405669212,-0.218605637550354,-0.24908089637756348,-0.021901581436395645,-0.30145859718322754,-0.24413329362869263,0.028086362406611443,-0.2888404130935669,-0.18731236457824707,0.04828948527574539,-0.26159417629241943,-0.15031155943870544,0.04422890022397041,-0.1179724633693695,-0.27237120270729065,-0.020046332851052284,-0.1984184980392456,-0.2510813772678375,0.037463050335645676,-0.1968541145324707,-0.20470362901687622,0.05578706040978432,-0.16979044675827026,-0.1730581521987915,0.04563145339488983,-0.033050209283828735,-0.27735233306884766,-0.016504745930433273,-0.10454905033111572,-0.25073954463005066,0.03461781144142151,-0.1014510989189148,-0.21319633722305298,0.06360034644603729,-0.0800514817237854,-0.18758708238601685,0.07215259969234467,A
0.0,0.0,0.0,-0.19790112972259521,0.010042250156402588,-0.005947435740381479,-0.3516727089881897,-0.05978739261627197,-0.00836680643260479,-0.41912323236465454,-0.15863606333732605,-0.007380487397313118,-0.3818656802177429,-0.22544148564338684,-0.0013079107739031315,-0.2910388708114624,-0.19740960001945496,-0.02486424893140793,-0.36262354254722595,-0.2411034107208252,-0.017527449876070023,-0.33463549613952637,-0.17747920751571655,-0.008188405074179173,-0.31020084023475647,-0.13532406091690063,-0.004993336275219917,-0.19053825736045837,-0.24879413843154907,-0.025186609476804733,-0.26070404052734375,-0.25887471437454224,-0.006602761335670948,-0.2474869191646576,-0.2045459747314453,0.00800175592303276,-0.2247578203678131,-0.16896790266036987,0.009132546372711658,-0.09305036067962646,-0.2639964818954468,-0.021806975826621056,-0.15496039390563965,-0.2515716254711151,-0.004755762405693531,-0.15005022287368774,-0.20731788873672485,0.015704933553934097,-0.1260523796081543,-0.17482110857963562,0.020324653014540672,-0.00034809112548828125,-0.25964275002479553,-0.017781684175133705,-0.05060100555419922,-0.24907547235488892,0.0031762963626533747,-0.04877364635467529,-0.20619496703147888,0.03185858577489853,-0.03391420841217041,-0.17958366870880127,0.04817771539092064,A
0.0,0.0,0.0,-0.20004674792289734,0.00976020097732544,-0.007950397208333015,-0.3483264446258545,-0.06548923254013062,-0.014393978752195835,-0.41219350695610046,-0.16466212272644043,-0.014837867580354214,-0.3673587441444397,-0.2194088101387024,-0.010285379365086555,-0.28481754660606384,-0.1928219497203827,-0.039022721350193024,-0.34220796823501587,-0.24110746383666992,-0.021569520235061646,-0.31617510318756104,-0.19374406337738037,-0.005229158792644739,-0.30032360553741455,-0.14558100700378418,0.0006334931240417063,-0.18283087015151978,-0.2464260756969452,-0.03697659447789192,-0.242292582988739,-0.25542065501213074,-0.0075327069498598576,-0.2305503487586975,-0.2181142270565033,0.00865864846855402,-0.2146812081336975,-0.17985671758651733,0.00725304801017046,-0.08326885104179382,-0.2609652876853943,-0.028601229190826416,-0.14136266708374023,-0.2548288106918335,-0.0025334551464766264,-0.1394714117050171,-0.22135910391807556,0.018517954275012016,-0.11968344449996948,-0.18369781970977783,0.020562294870615005,0.012490630149841309,-0.2568124830722809,-0.01920994371175766,-0.039904773235321045,-0.25664669275283813,0.0047124335542321205,-0.040913403034210205,-0.22166743874549866,0.034372761845588684,-0.02872365713119507,-0.19245335459709167,0.05049700662493706,A
0.0,0.0,0.0,0.1745537519454956,-0.05424368381500244,-0.055037353187799454,0.2903599739074707,-0.15854060649871826,-0.07497920095920563,0.28632092475891113,-0.2803066670894623,-0.09175239503383636,0.24629658460617065,-0.3627314269542694,-0.09635728597640991,0.16595792770385742,-0.2851591408252716,-0.04839290678501129,0.16328829526901245,-0.3814293146133423,-0.1185622438788414,0.15856361389160156,-0.25633925199508667,-0.14579346776008606,0.15618795156478882,-0.2088637351989746,-0.15669195353984833,0.049798011779785156,-0.2822299897670746,-0.04760207235813141,0.052423834800720215,-0.3685060143470764,-0.12944599986076355,0.06471741199493408,-0.22634148597717285,-0.1433119922876358,0.06544804573059082,-0.2013390064239502,-0.1418270617723465,-0.05304637551307678,-0.2681131362915039,-0.05596068874001503,-0.0427076518535614,-0.35403746366500854,-0.13957437872886658,-0.020853251218795776,-0.22029626369476318,-0.11112795770168304,-0.019600242376327515,-0.19644194841384888,-0.07754084467887878,-0.15999659895896912,-0.24489444494247437,-0.067987360060215,-0.1433188021183014,-0.3168746531009674,-0.11417137086391449,-0.1060163676738739,-0.22477084398269653,-0.08524344116449356,-0.09736353158950806,-0.19201838970184326,-0.056608445942401886,A
-0.0,0.0,0.0,0.1645279824733734,-0.0759584903717041,-0.054814983159303665,0.2706145644187927,-0.1982264518737793,-0.08133496344089508,0.2714289426803589,-0.32308417558670044,-0.10861390084028244,0.227972149848938,-0.4130536913871765,-0.12202256917953491,0.14367902278900146,-0.32509422302246094,-0.02417534589767456,0.1457681953907013,-0.41458675265312195,-0.10488524287939072,0.14207318425178528,-0.2957230806350708,-0.13821814954280853,0.1359146535396576,-0.24650853872299194,-0.15016445517539978,0.025855600833892822,-0.31608933210372925,-0.03361668437719345,0.03884992003440857,-0.40031713247299194,-0.12034890800714493,0.049653321504592896,-0.2646358609199524,-0.1333489567041397,0.044510096311569214,-0.23580414056777954,-0.12344344705343246,-0.08435291051864624,-0.2943131923675537,-0.05697059631347656,-0.07083696126937866,-0.3722277283668518,-0.14392562210559845,-0.04245811700820923,-0.24071043729782104,-0.11192276328802109,-0.03966355323791504,-0.22281229496002197,-0.06963643431663513,-0.1928567886352539,-0.2575351595878601,-0.08531519025564194,-0.1736133098602295,-0.3284122347831726,-0.12576134502887726,-0.13780879974365234,-0.23656868934631348,-0.08954731374979019,-0.1336621642112732,-0.2112317681312561,-0.05244676023721695,A
-0.0,0.0,0.0,0.16558542847633362,-0.08015918731689453,-0.047602344304323196,0.26573652029037476,-0.20128202438354492,-0.070656418800354,0.25866520404815674,-0.32609590888023376,-0.09665379673242569,0.20293566584587097,-0.4078175723552704,-0.11060065031051636,0.13465535640716553,-0.321820467710495,-0.014675664715468884,0.13132908940315247,-0.40783625841140747,-0.08997458964586258,0.13106685876846313,-0.289482444524765,-0.12313421070575714,0.1278071105480194,-0.24409723281860352,-0.13623155653476715,0.019934743642807007,-0.31155285239219666,-0.026078395545482635,0.027560114860534668,-0.3922237157821655,-0.10770511627197266,0.04120510816574097,-0.25975340604782104,-0.12172646820545197,0.0356578528881073,-0.23029601573944092,-0.11426496505737305,-0.08678984642028809,-0.28989896178245544,-0.05010806769132614,-0.07798629999160767,-0.3695605397224426,-0.1307845115661621,-0.049698591232299805,-0.24084949493408203,-0.09951575100421906,-0.04817688465118408,-0.2196131944656372,-0.05942867696285248,-0.1939592957496643,-0.25320255756378174,-0.07871498912572861,-0.1767864227294922,-0.32670649886131287,-0.11370214819908142,-0.14128506183624268,-0.23554843664169312,-0.0756756067276001,-0.13659709692001343,-0.20782649517059326,-0.03851489722728729,A
-0.0,0.0,0.0,0.14633196592330933,-0.05638474225997925,-0.09201020747423172,0.2513391673564911,-0.1654713749885559,-0.14602409303188324,0.28749513626098633,-0.25562405586242676,-0.18981772661209106,0.254899799823761,-0.330034464597702,-0.21880154311656952,0.09258711338043213,-0.3135439455509186,-0.11744415014982224,0.19966018199920654,-0.29773250222206116,-0.19004260003566742,0.19198447465896606,-0.18100202083587646,-0.20957502722740173,0.14947545528411865,-0.16734135150909424,-0.22114057838916779,-0.019028961658477783,-0.3125864565372467,-0.10977353155612946,0.11108767986297607,-0.25187307596206665,-0.19059106707572937,0.10847288370132446,-0.1327250599861145,-0.1918295919895172,0.061972737312316895,-0.1334879994392395,-0.18466812372207642,-0.11060565710067749,-0.2711874544620514,-0.11269912123680115,0.01382911205291748,-0.19547730684280396,-0.1960109919309616,0.023653268814086914,-0.09327059984207153,-0.16691571474075317,-0.019847631454467773,-0.10192257165908813,-0.1377096027135849,-0.18957173824310303,-0.21674060821533203,-0.1250603199005127,-0.09429913759231567,-0.14729899168014526,-0.1776295304298401,-0.06222212314605713,-0.08091872930526733,-0.16558535397052765,-0.08347958326339722,-0.08963745832443237,-0.14981883764266968,A
-0.0,0.0,0.0,0.1389765739440918,-0.0636894702911377,-0.09958751499652863,0.25912579894065857,-0.17254728078842163,-0.16044144332408905,0.3143031895160675,-0.2611656188964844,-0.20990407466888428,0.2913810908794403,-0.3347134292125702,-0.24366961419582367,0.10381484031677246,-0.3348259925842285,-0.1252286285161972,0.21928763389587402,-0.31165611743927,-0.2039397805929184,0.2052534520626068,-0.1926405429840088,-0.22925597429275513,0.15650546550750732,-0.16128015518188477,-0.24273598194122314,-0.011956214904785156,-0.3305210471153259,-0.11418469995260239,0.1304861307144165,-0.26183462142944336,-0.19699324667453766,0.12413537502288818,-0.13559067249298096,-0.20150695741176605,0.07451117038726807,-0.1227845549583435,-0.19669753313064575,-0.10594940185546875,-0.288682222366333,-0.11486466974020004,0.030281543731689453,-0.20530587434768677,-0.19944711029529572,0.039820969104766846,-0.09810227155685425,-0.17564208805561066,-0.003059089183807373,-0.0935971736907959,-0.14987540245056152,-0.18665337562561035,-0.22836899757385254,-0.1258547604084015,-0.08358097076416016,-0.1566481590270996,-0.1795399785041809,-0.04679971933364868,-0.08698856830596924,-0.17030708491802216,-0.0620732307434082,-0.08694696426391602,-0.15583068132400513,A
0.0,0.0,0.0,0.14312294125556946,-0.04966789484024048,-0.06564023345708847,0.26353999972343445,-0.13765090703964233,-0.10664916783571243,0.3147437870502472,-0.21070992946624756,-0.14596763253211975,0.312637060880661,-0.2787846028804779,-0.17646834254264832,0.11478593945503235,-0.30333250761032104,-0.07765659689903259,0.22074177861213684,-0.26717737317085266,-0.15728549659252167,0.2117120921611786,-0.16644036769866943,-0.20019377768039703,0.17517903447151184,-0.15688049793243408,-0.22724460065364838,0.0074430108070373535,-0.30695563554763794,-0.08254364877939224,0.12413528561592102,-0.22935420274734497,-0.1552627980709076,0.12111219763755798,-0.11298924684524536,-0.17145949602127075,0.08856326341629028,-0.11571377515792847,-0.1788967400789261,-0.08213472366333008,-0.2717670500278473,-0.09697001427412033,0.024479180574417114,-0.18317973613739014,-0.16530674695968628,0.027628690004348755,-0.08255952596664429,-0.15095388889312744,-0.004755109548568726,-0.0902869701385498,-0.13675203919410706,-0.16323545575141907,-0.21800464391708374,-0.11941572278738022,-0.07689964771270752,-0.1336323618888855,-0.16008995473384857,-0.05538603663444519,-0.06432223320007324,-0.1507716178894043,-0.07282283902168274,-0.06982141733169556,-0.1407206952571869,A
-0.0,0.0,0.0,0.11738532781600952,-0.050026893615722656,-0.04451288655400276,0.19497302174568176,-0.13644886016845703,-0.06817347556352615,0.19254890084266663,-0.227708101272583,-0.08999620378017426,0.15174761414527893,-0.2911505699157715,-0.10091163218021393,0.08942362666130066,-0.21749448776245117,-0.0332392156124115,0.0924505889415741,-0.2721002697944641,-0.0845223143696785,0.09537586569786072,-0.1876428723335266,-0.10054757446050644,0.08696416020393372,-0.16701430082321167,-0.10757135599851608,0.008312046527862549,-0.2080410122871399,-0.03685859963297844,0.021250426769256592,-0.25847136974334717,-0.09479285776615143,0.03323924541473389,-0.16418355703353882,-0.0966515839099884,0.02168416976928711,-0.15659528970718384,-0.08857636898756027,-0.06605833768844604,-0.1895419955253601,-0.04952727630734444,-0.054507672786712646,-0.24241086840629578,-0.1084064319729805,-0.03171592950820923,-0.1527038812637329,-0.0783151388168335,-0.04107028245925903,-0.14902716875076294,-0.047399718314409256,-0.13818669319152832,-0.16133463382720947,-0.0665118396282196,-0.12316805124282837,-0.20585936307907104,-0.0948115885257721,-0.09113216400146484,-0.14339488744735718,-0.06838493049144745,-0.09018492698669434,-0.1297084093093872,-0.04421586915850639,A
